Institution code (UKPRN),Institution name,Institution sort order,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Profile,FTE Category A staff submitted,4*,3*,2*,1*,unclassified,Area,Post92
10007160,University of Surrey,1740,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,83.14,15,78,7,0,0,SEAS,FALSE
10007160,University of Surrey,1740,B,15,General Engineering, ,,,Outputs,54.95,17.5,60.7,21.3,0,0.5,SEAS,FALSE
10007160,University of Surrey,1740,B,15,General Engineering, ,,,Impact,54.95,33.3,56.7,10,0,0,SEAS,FALSE
10007160,University of Surrey,1740,B,15,General Engineering, ,,,Environment,54.95,0,75,25,0,0,SEAS,FALSE
10007160,University of Surrey,1740,B,15,General Engineering, ,,,Overall,54.95,18,62,20,0,0,SEAS,FALSE
10007160,University of Surrey,1740,C,18,Economics and Econometrics, ,,,Outputs,20.65,26.8,52.1,21.1,0,0,SEAS,FALSE
10007160,University of Surrey,1740,C,18,Economics and Econometrics, ,,,Impact,20.65,0,86.7,13.3,0,0,SEAS,FALSE
10007160,University of Surrey,1740,C,18,Economics and Econometrics, ,,,Environment,20.65,12.5,75,12.5,0,0,SEAS,FALSE
10007160,University of Surrey,1740,C,18,Economics and Econometrics, ,,,Overall,20.65,19,63,18,0,0,SEAS,FALSE
10007160,University of Surrey,1740,C,19,Business and Management Studies, ,,,Outputs,41.65,16.9,50.7,30.4,1.3,0.7,SEAS,FALSE
10007160,University of Surrey,1740,C,19,Business and Management Studies, ,,,Impact,41.65,0,34,50,16,0,SEAS,FALSE
10007160,University of Surrey,1740,C,19,Business and Management Studies, ,,,Environment,41.65,0,75,25,0,0,SEAS,FALSE
10007160,University of Surrey,1740,C,19,Business and Management Studies, ,,,Overall,41.65,11,51,34,4,0,SEAS,FALSE
10007160,University of Surrey,1740,C,20,Law, ,,,Outputs,8,14.3,42.8,42.9,0,0,SEAS,FALSE
10007160,University of Surrey,1740,C,20,Law, ,,,Impact,8,0,40,40,20,0,SEAS,FALSE
10007160,University of Surrey,1740,C,20,Law, ,,,Environment,8,0,25,75,0,0,SEAS,FALSE
10007160,University of Surrey,1740,C,20,Law, ,,,Overall,8,9,40,47,4,0,SEAS,FALSE
10007160,University of Surrey,1740,C,21,Politics and International Studies, ,,,Outputs,11.4,14.8,22.2,40.8,22.2,0,SEAS,FALSE
10007160,University of Surrey,1740,C,21,Politics and International Studies, ,,,Impact,11.4,0,0,40,60,0,SEAS,FALSE
10007160,University of Surrey,1740,C,21,Politics and International Studies, ,,,Environment,11.4,0,12.5,75,12.5,0,SEAS,FALSE
10007160,University of Surrey,1740,C,21,Politics and International Studies, ,,,Overall,11.4,10,16,46,28,0,SEAS,FALSE
10007160,University of Surrey,1740,C,23,Sociology, ,,,Outputs,19.2,17.1,60,22.9,0,0,SEAS,FALSE
10007160,University of Surrey,1740,C,23,Sociology, ,,,Impact,19.2,26.7,0,60,13.3,0,SEAS,FALSE
10007160,University of Surrey,1740,C,23,Sociology, ,,,Environment,19.2,50,50,0,0,0,SEAS,FALSE
10007160,University of Surrey,1740,C,23,Sociology, ,,,Overall,19.2,24,46,27,3,0,SEAS,FALSE
10007160,University of Surrey,1740,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,14.4,34.2,50,15.8,0,0,SEAS,FALSE
10007160,University of Surrey,1740,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Impact,14.4,60,40,0,0,0,SEAS,FALSE
10007160,University of Surrey,1740,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Environment,14.4,12.5,37.5,50,0,0,SEAS,FALSE
10007160,University of Surrey,1740,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,14.4,36,46,18,0,0,SEAS,FALSE
10007160,University of Surrey,1740,D,29,English Language and Literature, ,,,Outputs,23.95,22.4,37.3,35.8,4.5,0,SEAS,FALSE
10007160,University of Surrey,1740,D,29,English Language and Literature, ,,,Impact,23.95,53.3,33.4,13.3,0,0,SEAS,FALSE
10007160,University of Surrey,1740,D,29,English Language and Literature, ,,,Environment,23.95,50,50,0,0,0,SEAS,FALSE
10007160,University of Surrey,1740,D,29,English Language and Literature, ,,,Overall,23.95,33,38,26,3,0,SEAS,FALSE
10007160,University of Surrey,1740,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,21.5,20.6,35.3,35.3,8.8,0,SEAS,FALSE
10007160,University of Surrey,1740,D,35,"Music, Drama, Dance and Performing Arts", ,,,Impact,21.5,23.3,76.7,0,0,0,SEAS,FALSE
10007160,University of Surrey,1740,D,35,"Music, Drama, Dance and Performing Arts", ,,,Environment,21.5,10,80,10,0,0,SEAS,FALSE
10007160,University of Surrey,1740,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,21.5,20,50,24,6,0,SEAS,FALSE
10007806,University of Sussex,1750,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,(joint submission with University of Brighton),Outputs,5,13.2,59.4,24.6,0.9,1.9,SEAS,FALSE
10007806,University of Sussex,1750,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,(joint submission with University of Brighton),Impact,5,80,20,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,(joint submission with University of Brighton),Environment,5,87.5,12.5,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,(joint submission with University of Brighton),Overall,5,38,44,16,1,1,SEAS,FALSE
10007806,University of Sussex,1750,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,41.4,35.4,50.7,13.2,0,0.7,SEAS,FALSE
10007806,University of Sussex,1750,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Impact,41.4,84,16,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Environment,41.4,37.5,62.5,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,41.4,45,46,9,0,0,SEAS,FALSE
10007806,University of Sussex,1750,A,5,Biological Sciences, ,,,Outputs,47.61,45.7,39.1,9.2,1.7,4.3,SEAS,FALSE
10007806,University of Sussex,1750,A,5,Biological Sciences, ,,,Impact,47.61,43.3,43.4,13.3,0,0,SEAS,FALSE
10007806,University of Sussex,1750,A,5,Biological Sciences, ,,,Environment,47.61,62.5,37.5,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,A,5,Biological Sciences, ,,,Overall,47.61,48,39,9,1,3,SEAS,FALSE
10007806,University of Sussex,1750,B,8,Chemistry, ,,,Outputs,16.8,16.2,64.7,14.7,0,4.4,SEAS,FALSE
10007806,University of Sussex,1750,B,8,Chemistry, ,,,Impact,16.8,0,13.3,86.7,0,0,SEAS,FALSE
10007806,University of Sussex,1750,B,8,Chemistry, ,,,Environment,16.8,0,40,60,0,0,SEAS,FALSE
10007806,University of Sussex,1750,B,8,Chemistry, ,,,Overall,16.8,11,50,36,0,3,SEAS,FALSE
10007806,University of Sussex,1750,B,9,Physics, ,,,Outputs,24.72,20,72.6,6.3,0,1.1,SEAS,FALSE
10007806,University of Sussex,1750,B,9,Physics, ,,,Impact,24.72,13.3,13.4,73.3,0,0,SEAS,FALSE
10007806,University of Sussex,1750,B,9,Physics, ,,,Environment,24.72,10,65,25,0,0,SEAS,FALSE
10007806,University of Sussex,1750,B,9,Physics, ,,,Overall,24.72,17,60,22,0,1,SEAS,FALSE
10007806,University of Sussex,1750,B,10,Mathematical Sciences, ,,,Outputs,20,17.4,63.8,14.5,4.3,0,SEAS,FALSE
10007806,University of Sussex,1750,B,10,Mathematical Sciences, ,,,Impact,20,0,60,40,0,0,SEAS,FALSE
10007806,University of Sussex,1750,B,10,Mathematical Sciences, ,,,Environment,20,0,50,50,0,0,SEAS,FALSE
10007806,University of Sussex,1750,B,10,Mathematical Sciences, ,,,Overall,20,11,61,25,3,0,SEAS,FALSE
10007806,University of Sussex,1750,B,11,Computer Science and Informatics, ,,,Outputs,14.6,22.8,47.4,29.8,0,0,SEAS,FALSE
10007806,University of Sussex,1750,B,11,Computer Science and Informatics, ,,,Impact,14.6,10,50,40,0,0,SEAS,FALSE
10007806,University of Sussex,1750,B,11,Computer Science and Informatics, ,,,Environment,14.6,15,85,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,B,11,Computer Science and Informatics, ,,,Overall,14.6,19,54,27,0,0,SEAS,FALSE
10007806,University of Sussex,1750,B,15,General Engineering, ,,,Outputs,14,10,78,12,0,0,SEAS,FALSE
10007806,University of Sussex,1750,B,15,General Engineering, ,,,Impact,14,20,70,10,0,0,SEAS,FALSE
10007806,University of Sussex,1750,B,15,General Engineering, ,,,Environment,14,0,75,25,0,0,SEAS,FALSE
10007806,University of Sussex,1750,B,15,General Engineering, ,,,Overall,14,11,75,14,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,20.7,18.1,55.5,23.6,2.8,0,SEAS,FALSE
10007806,University of Sussex,1750,C,17,"Geography, Environmental Studies and Archaeology", ,,,Impact,20.7,80,10,10,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,17,"Geography, Environmental Studies and Archaeology", ,,,Environment,20.7,0,87.5,12.5,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,20.7,28,51,19,2,0,SEAS,FALSE
10007806,University of Sussex,1750,C,18,Economics and Econometrics, ,,,Outputs,17.4,14.8,46.3,35.2,1.8,1.9,SEAS,FALSE
10007806,University of Sussex,1750,C,18,Economics and Econometrics, ,,,Impact,17.4,36.7,50,13.3,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,18,Economics and Econometrics, ,,,Environment,17.4,0,87.5,12.5,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,18,Economics and Econometrics, ,,,Overall,17.4,17,53,28,1,1,SEAS,FALSE
10007806,University of Sussex,1750,C,19,Business and Management Studies, ,,,Outputs,43.95,18,43.2,34.5,3.6,0.7,SEAS,FALSE
10007806,University of Sussex,1750,C,19,Business and Management Studies, ,,,Impact,43.95,24,60,16,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,19,Business and Management Studies, ,,,Environment,43.95,25,62.5,12.5,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,19,Business and Management Studies, ,,,Overall,43.95,20,50,27,3,0,SEAS,FALSE
10007806,University of Sussex,1750,C,20,Law, ,,,Outputs,31,8.1,48.9,34.9,8.1,0,SEAS,FALSE
10007806,University of Sussex,1750,C,20,Law, ,,,Impact,31,20,40,20,20,0,SEAS,FALSE
10007806,University of Sussex,1750,C,20,Law, ,,,Environment,31,25,75,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,20,Law, ,,,Overall,31,13,51,27,9,0,SEAS,FALSE
10007806,University of Sussex,1750,C,21,Politics and International Studies, ,,,Outputs,21,23.4,42.2,28.2,6.2,0,SEAS,FALSE
10007806,University of Sussex,1750,C,21,Politics and International Studies, ,,,Impact,21,50,50,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,21,Politics and International Studies, ,,,Environment,21,25,75,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,21,Politics and International Studies, ,,,Overall,21,29,49,18,4,0,SEAS,FALSE
10007806,University of Sussex,1750,C,22,Social Work and Social Policy, ,,,Outputs,12.4,10.2,40.8,42.9,6.1,0,SEAS,FALSE
10007806,University of Sussex,1750,C,22,Social Work and Social Policy, ,,,Impact,12.4,40,60,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,22,Social Work and Social Policy, ,,,Environment,12.4,50,25,25,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,22,Social Work and Social Policy, ,,,Overall,12.4,22,42,32,4,0,SEAS,FALSE
10007806,University of Sussex,1750,C,23,Sociology, ,,,Outputs,16.3,10.3,50,36.3,1.7,1.7,SEAS,FALSE
10007806,University of Sussex,1750,C,23,Sociology, ,,,Impact,16.3,20,80,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,23,Sociology, ,,,Environment,16.3,0,50,50,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,23,Sociology, ,,,Overall,16.3,11,56,31,1,1,SEAS,FALSE
10007806,University of Sussex,1750,C,24,Anthropology and Development Studies, ,,,Outputs,18.5,13.4,38.8,44.8,3,0,SEAS,FALSE
10007806,University of Sussex,1750,C,24,Anthropology and Development Studies, ,,,Impact,18.5,50,50,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,24,Anthropology and Development Studies, ,,,Environment,18.5,37.5,62.5,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,24,Anthropology and Development Studies, ,,,Overall,18.5,24,45,29,2,0,SEAS,FALSE
10007806,University of Sussex,1750,C,25,Education, ,,,Outputs,16.1,24.6,40.3,29.8,5.3,0,SEAS,FALSE
10007806,University of Sussex,1750,C,25,Education, ,,,Impact,16.1,26.7,50,23.3,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,25,Education, ,,,Environment,16.1,25,75,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,C,25,Education, ,,,Overall,16.1,25,48,24,3,0,SEAS,FALSE
10007806,University of Sussex,1750,D,27,Area Studies, ,,,Outputs,13,25.5,49,21.2,4.3,0,SEAS,FALSE
10007806,University of Sussex,1750,D,27,Area Studies, ,,,Impact,13,0,60,40,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,27,Area Studies, ,,,Environment,13,30,50,20,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,27,Area Studies, ,,,Overall,13,21,51,25,3,0,SEAS,FALSE
10007806,University of Sussex,1750,D,29,English Language and Literature, ,,,Outputs,34.6,42.9,32.1,23.2,1.8,0,SEAS,FALSE
10007806,University of Sussex,1750,D,29,English Language and Literature, ,,,Impact,34.6,20,80,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,29,English Language and Literature, ,,,Environment,34.6,90,10,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,29,English Language and Literature, ,,,Overall,34.6,45,39,15,1,0,SEAS,FALSE
10007806,University of Sussex,1750,D,30,History, ,,,Outputs,20,47.5,32.2,18.6,1.7,0,SEAS,FALSE
10007806,University of Sussex,1750,D,30,History, ,,,Impact,20,26.7,60,13.3,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,30,History, ,,,Environment,20,20,70,10,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,30,History, ,,,Overall,20,39,44,16,1,0,SEAS,FALSE
10007806,University of Sussex,1750,D,32,Philosophy, ,,,Outputs,10.5,33.3,39.4,21.2,6.1,0,SEAS,FALSE
10007806,University of Sussex,1750,D,32,Philosophy, ,,,Impact,10.5,0,80,20,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,32,Philosophy, ,,,Environment,10.5,20,70,10,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,32,Philosophy, ,,,Overall,10.5,25,52,19,4,0,SEAS,FALSE
10007806,University of Sussex,1750,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,11.5,18.2,48.5,33.3,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,34,"Art and Design: History, Practice and Theory", ,,,Impact,11.5,0,20,80,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,34,"Art and Design: History, Practice and Theory", ,,,Environment,11.5,10,30,60,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,11.5,13,40,47,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,4.2,8.3,58.4,33.3,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,35,"Music, Drama, Dance and Performing Arts", ,,,Impact,4.2,10,90,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,35,"Music, Drama, Dance and Performing Arts", ,,,Environment,4.2,50,50,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,4.2,15,63,22,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,25.5,25.5,39.2,34.3,1,0,SEAS,FALSE
10007806,University of Sussex,1750,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Impact,25.5,60,40,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Environment,25.5,80,20,0,0,0,SEAS,FALSE
10007806,University of Sussex,1750,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,25.5,41,36,22,1,0,SEAS,FALSE
10007161,Teesside University,1760,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,16,7.5,49.2,38.8,4.5,0,NEAS,TRUE
10007161,Teesside University,1760,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Impact,16,26.7,73.3,0,0,0,NEAS,TRUE
10007161,Teesside University,1760,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Environment,16,12.5,62.5,25,0,0,NEAS,TRUE
10007161,Teesside University,1760,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,16,12,56,29,3,0,NEAS,TRUE
10007161,Teesside University,1760,B,11,Computer Science and Informatics, ,,,Outputs,12.7,4.7,65.1,30.2,0,0,NEAS,TRUE
10007161,Teesside University,1760,B,11,Computer Science and Informatics, ,,,Impact,12.7,0,0,100,0,0,NEAS,TRUE
10007161,Teesside University,1760,B,11,Computer Science and Informatics, ,,,Environment,12.7,0,0,100,0,0,NEAS,TRUE
10007161,Teesside University,1760,B,11,Computer Science and Informatics, ,,,Overall,12.7,3,42,55,0,0,NEAS,TRUE
10007161,Teesside University,1760,B,15,General Engineering, ,,,Outputs,13,6.4,51,42.6,0,0,NEAS,TRUE
10007161,Teesside University,1760,B,15,General Engineering, ,,,Impact,13,0,90,10,0,0,NEAS,TRUE
10007161,Teesside University,1760,B,15,General Engineering, ,,,Environment,13,0,25,75,0,0,NEAS,TRUE
10007161,Teesside University,1760,B,15,General Engineering, ,,,Overall,13,4,55,41,0,0,NEAS,TRUE
10007161,Teesside University,1760,C,19,Business and Management Studies, ,,,Outputs,5.5,9.5,28.6,61.9,0,0,NEAS,TRUE
10007161,Teesside University,1760,C,19,Business and Management Studies, ,,,Impact,5.5,10,50,0,0,40,NEAS,TRUE
10007161,Teesside University,1760,C,19,Business and Management Studies, ,,,Environment,5.5,0,0,62.5,37.5,0,NEAS,TRUE
10007161,Teesside University,1760,C,19,Business and Management Studies, ,,,Overall,5.5,8,29,49,6,8,NEAS,TRUE
10007161,Teesside University,1760,C,22,Social Work and Social Policy, ,,,Outputs,10.8,10,75,10,5,0,NEAS,TRUE
10007161,Teesside University,1760,C,22,Social Work and Social Policy, ,,,Impact,10.8,40,60,0,0,0,NEAS,TRUE
10007161,Teesside University,1760,C,22,Social Work and Social Policy, ,,,Environment,10.8,0,75,25,0,0,NEAS,TRUE
10007161,Teesside University,1760,C,22,Social Work and Social Policy, ,,,Overall,10.8,15,72,10,3,0,NEAS,TRUE
10007161,Teesside University,1760,D,29,English Language and Literature, ,,,Outputs,6.4,12.5,50,37.5,0,0,NEAS,TRUE
10007161,Teesside University,1760,D,29,English Language and Literature, ,,,Impact,6.4,0,80,20,0,0,NEAS,TRUE
10007161,Teesside University,1760,D,29,English Language and Literature, ,,,Environment,6.4,0,0,10,80,10,NEAS,TRUE
10007161,Teesside University,1760,D,29,English Language and Literature, ,,,Overall,6.4,8,49,30,12,1,NEAS,TRUE
10007161,Teesside University,1760,D,30,History, ,,,Outputs,11,13.9,55.5,25,5.6,0,NEAS,TRUE
10007161,Teesside University,1760,D,30,History, ,,,Impact,11,20,80,0,0,0,NEAS,TRUE
10007161,Teesside University,1760,D,30,History, ,,,Environment,11,0,50,50,0,0,NEAS,TRUE
10007161,Teesside University,1760,D,30,History, ,,,Overall,11,13,60,23,4,0,NEAS,TRUE
10007161,Teesside University,1760,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,11.8,3.9,15.7,29.4,47.1,3.9,NEAS,TRUE
10007161,Teesside University,1760,D,34,"Art and Design: History, Practice and Theory", ,,,Impact,11.8,20,50,30,0,0,NEAS,TRUE
10007161,Teesside University,1760,D,34,"Art and Design: History, Practice and Theory", ,,,Environment,11.8,0,20,40,40,0,NEAS,TRUE
10007161,Teesside University,1760,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,11.8,7,23,31,36,3,NEAS,TRUE
10008017,Trinity Laban Conservatoire of Music and Dance,1770,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,11.6,19.1,41.2,27.9,11.8,0,LOND,FALSE
10008017,Trinity Laban Conservatoire of Music and Dance,1770,D,35,"Music, Drama, Dance and Performing Arts", ,,,Impact,11.6,20,80,0,0,0,LOND,FALSE
10008017,Trinity Laban Conservatoire of Music and Dance,1770,D,35,"Music, Drama, Dance and Performing Arts", ,,,Environment,11.6,10,50,40,0,0,LOND,FALSE
10008017,Trinity Laban Conservatoire of Music and Dance,1770,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,11.6,18,50,24,8,0,LOND,FALSE
